ReturnID,OrderID,ProductID,ReturnDate,ReturnQty,ReturnReason,RefundAmount
2249,61832,427,2026-03-19,2,Late Delivery,4151.38
2250,61850,477,2024-10-20,1,Damaged,8438.56
2251,61881,199,2024-08-01,2,Late Delivery,5053.87
2252,61882,356,2025-04-14,2,Defective,5181.74
2253,61947,143,2023-12-15,2,Wrong Item,4174.38
2254,61987,175,2023-04-13,2,Customer Changed Mind,1379.76
2255,61997,186,2025-06-26,1,Late Delivery,3282.72
2256,62040,259,2023-06-26,1,Defective,3541.62
2257,62056,174,2025-07-22,1,Wrong Item,2802.27
2258,62079,315,2025-10-22,2,Late Delivery,6383.13
2259,62127,68,2026-05-26,2,Damaged,6714.64
2260,62162,156,2024-12-01,2,Late Delivery,2269.97
2261,62165,129,2024-10-06,2,Size Issue,3708.13
2262,62167,411,2025-05-24,2,Wrong Item,11004.43
2263,62171,266,2024-07-04,1,Wrong Item,11297.77
2264,62172,92,2025-03-08,2,Customer Changed Mind,2246.35
2265,62178,207,2024-12-21,2,Damaged,3390.55
2266,62226,378,2024-04-28,2,Size Issue,7819.28
2267,62246,111,2023-06-09,2,Size Issue,7134.88
2268,62269,176,2024-09-03,1,Damaged,11600.56
2269,62301,18,2025-06-08,2,Damaged,7979.65
2270,62302,293,2025-12-17,1,Wrong Item,4558.33
2271,62348,341,2025-02-01,2,Late Delivery,4874.7
2272,62353,468,2024-04-18,1,Damaged,1717.76
2273,62380,170,2026-05-02,1,Wrong Item,7329.58
2274,62406,449,2023-10-18,2,Damaged,3364.29
2275,62432,312,2025-08-04,2,Damaged,3030.39
2276,62441,453,2025-03-14,2,Late Delivery,6696.99
2277,62477,164,2023-05-02,2,Damaged,6186.45
2278,62505,342,2025-10-19,2,Late Delivery,2302.21
2279,62524,56,2023-01-29,2,Damaged,4993.19
2280,62536,363,2025-03-29,1,Defective,6987.97
2281,62554,169,2023-02-09,1,Customer Changed Mind,6851.9
2282,62677,140,2023-09-13,2,Damaged,872.62
2283,62691,425,2025-09-23,2,Late Delivery,5383.89
2284,62697,231,2026-01-16,2,Damaged,6206.47
2285,62726,215,2026-05-30,1,Defective,898.9
2286,62745,300,2025-10-11,1,Damaged,2198.49
2287,62769,267,2026-03-15,1,Wrong Item,7005.47
2288,62794,256,2023-03-25,2,Wrong Item,6708.08
2289,62840,423,2023-04-21,1,Late Delivery,10632.48
2290,62874,341,2023-08-26,1,Wrong Item,8969.71
2291,62909,476,2023-06-06,2,Defective,1107.23
2292,62970,42,2025-08-08,2,Damaged,11270.75
2293,62975,427,2026-08-08,2,Customer Changed Mind,5974.56
2294,63035,1,2025-05-26,2,Size Issue,10349.29
2295,63053,75,2026-05-17,1,Damaged,4788.35
2296,63133,344,2025-03-14,1,Wrong Item,8910.63
2297,63152,472,2024-12-18,1,Size Issue,5637.9
2298,63167,84,2023-10-13,2,Defective,8139.47
2299,63186,180,2024-02-04,1,Damaged,8349.72
2300,63249,89,2024-05-14,2,Size Issue,6132.55
2301,63277,323,2025-12-29,1,Size Issue,5169.55
2302,63281,474,2025-11-09,2,Late Delivery,5501.47
2303,63299,332,2024-08-09,1,Defective,8650.55
2304,63302,380,2024-07-03,2,Size Issue,1914.9
2305,63305,324,2025-04-08,1,Late Delivery,1024.16
2306,63316,127,2023-12-13,2,Defective,2208.31
2307,63465,181,2025-04-25,1,Size Issue,9559.49
2308,63467,459,2026-07-21,2,Late Delivery,6156.24
2309,63476,250,2023-04-04,1,Size Issue,5964.48
2310,63482,139,2024-08-26,2,Customer Changed Mind,2754.06
2311,63489,37,2024-11-26,2,Defective,8409.66
2312,63506,77,2025-03-08,2,Wrong Item,11171.82
2313,63538,224,2023-06-01,1,Defective,693.85
2314,63591,58,2024-11-24,2,Damaged,2660.18
2315,63614,44,2025-10-08,1,Customer Changed Mind,9127.3
2316,63662,335,2026-04-10,2,Defective,6109.63
2317,63751,292,2024-04-03,1,Damaged,1021.71
2318,63756,270,2026-01-12,1,Wrong Item,2543.87
2319,63784,29,2024-08-10,1,Customer Changed Mind,6712.4
2320,63894,183,2023-02-23,2,Defective,675.74
2321,63897,431,2023-08-02,2,Late Delivery,9678.35
2322,63905,336,2026-07-21,2,Customer Changed Mind,9892.28
2323,63916,317,2025-01-21,2,Defective,11096.83
2324,63921,187,2025-04-23,1,Damaged,988.67
2325,63923,450,2025-12-20,2,Size Issue,3337.84
2326,63939,294,2026-02-19,1,Defective,9093.24
2327,63949,313,2025-05-30,2,Size Issue,11820.93
2328,63970,177,2025-01-01,1,Size Issue,2703.45
2329,63991,34,2025-09-22,2,Late Delivery,7275.07
2330,64006,184,2024-11-04,2,Wrong Item,4467.57
2331,64052,166,2024-11-13,2,Size Issue,1184.15
2332,64070,477,2025-04-15,2,Damaged,11235.37
2333,64076,464,2023-04-01,2,Late Delivery,8766.22
2334,64082,182,2025-11-18,1,Damaged,3763.51
2335,64162,184,2025-10-20,2,Defective,7705.09
2336,64254,345,2024-02-25,1,Late Delivery,2239.61
2337,64277,489,2024-12-03,2,Defective,2149.6
2338,64294,64,2023-03-13,1,Size Issue,9327.29
2339,64343,455,2025-04-30,1,Size Issue,1468.29
2340,64358,77,2026-01-05,2,Late Delivery,2801.3
2341,64413,267,2023-02-14,1,Defective,1020.94
2342,64422,287,2024-07-01,1,Defective,11299.55
2343,64423,248,2024-10-25,2,Customer Changed Mind,7845.9
2344,64439,268,2026-08-01,2,Damaged,2352.29
2345,64449,254,2025-11-27,1,Size Issue,5256.97
2346,64498,299,2023-06-01,1,Wrong Item,5977.19
2347,64610,458,2025-12-11,1,Late Delivery,4688.11
2348,64629,496,2024-12-27,2,Damaged,10509.27
2349,64636,239,2024-03-04,2,Late Delivery,6167.59
2350,64640,99,2024-09-30,1,Defective,8980.51
2351,64673,404,2024-09-18,2,Size Issue,8191.47
2352,64685,385,2023-01-25,1,Late Delivery,2505.81
2353,64737,75,2025-02-05,1,Defective,1947.5
2354,64805,178,2025-06-03,1,Size Issue,1233.78
2355,64811,495,2025-06-10,1,Size Issue,2465.53
2356,64820,346,2024-05-11,2,Size Issue,2050.14
2357,64834,301,2025-01-29,1,Late Delivery,3441.47
2358,64888,378,2025-09-27,1,Wrong Item,10375.93
2359,64936,166,2025-06-22,1,Wrong Item,9653.6
2360,64951,410,2023-05-21,2,Defective,599.39
2361,64952,277,2024-08-23,2,Customer Changed Mind,8220.9
2362,64959,417,2024-11-22,1,Defective,7060.23
2363,64969,323,2023-11-09,1,Defective,6974.78
2364,65003,475,2023-10-11,1,Damaged,3114.5
2365,65047,284,2023-10-07,1,Late Delivery,6663.58
2366,65053,359,2025-09-23,1,Wrong Item,4178.74
2367,65055,311,2026-03-20,2,Defective,11126.31
2368,65077,72,2026-03-13,1,Customer Changed Mind,3250.96
2369,65104,443,2025-02-02,1,Size Issue,9823.94
2370,65137,311,2026-01-31,1,Wrong Item,3246.52
2371,65237,63,2023-06-06,2,Damaged,5337.14
2372,65264,163,2023-07-02,1,Wrong Item,7916.23
2373,65363,373,2023-09-15,2,Damaged,7821.04
2374,65445,69,2023-10-04,1,Wrong Item,5713.47
2375,65551,234,2025-01-10,2,Size Issue,8824.96
2376,65581,306,2023-03-05,2,Wrong Item,7158.27
2377,65621,326,2024-01-26,1,Wrong Item,4683.75
2378,65676,427,2024-01-02,1,Wrong Item,11196.24
2379,65702,280,2023-12-02,1,Damaged,11745.28
2380,65708,334,2025-06-08,1,Late Delivery,826.57
2381,65713,132,2026-07-07,1,Wrong Item,2490.55
2382,65759,490,2024-03-10,2,Customer Changed Mind,11205.85
2383,65770,129,2024-02-26,2,Late Delivery,11253.85
2384,65798,325,2026-07-21,2,Wrong Item,8942.45
2385,65801,253,2024-10-05,2,Wrong Item,7789.49
2386,65899,260,2023-11-21,1,Wrong Item,5410.04
2387,65954,329,2024-07-12,1,Wrong Item,8329.03
2388,65974,213,2025-03-01,1,Damaged,9108.37
2389,65978,435,2024-04-17,1,Size Issue,4156.96
2390,65987,355,2025-11-23,1,Size Issue,4509.2
2391,65994,307,2026-08-14,2,Size Issue,9470.29
2392,66040,361,2025-10-21,2,Wrong Item,5916.15
2393,66058,175,2026-04-07,2,Size Issue,3603.45
2394,66064,281,2024-07-20,2,Wrong Item,7033.25
2395,66075,203,2026-02-24,1,Wrong Item,4166.92
2396,66103,194,2024-12-31,1,Customer Changed Mind,6380.28
2397,66112,310,2025-02-19,2,Defective,1513.93
2398,66131,98,2024-12-10,2,Wrong Item,2701.48
2399,66179,157,2023-08-10,1,Damaged,2508.53
2400,66180,334,2024-01-21,1,Size Issue,8337.39
2401,66185,458,2026-02-21,2,Wrong Item,2874.78
2402,66205,484,2023-02-28,2,Defective,10465.28
2403,66214,231,2026-01-20,1,Wrong Item,8819.04
2404,66221,156,2025-09-21,2,Late Delivery,8845.71
2405,66251,461,2023-08-11,1,Size Issue,5308.23
2406,66280,73,2024-01-04,2,Size Issue,9600.89
2407,66302,449,2023-11-02,1,Wrong Item,2969.85
2408,66332,170,2024-12-31,1,Late Delivery,422.34
2409,66357,29,2023-02-12,2,Defective,8312.66
2410,66362,27,2023-05-27,1,Damaged,8564.78
2411,66389,185,2023-09-27,1,Defective,10076.85
2412,66424,367,2023-12-20,2,Customer Changed Mind,3631.38
2413,66524,113,2024-11-05,1,Size Issue,9988.34
2414,66634,263,2025-01-28,1,Defective,7647.81
2415,66701,31,2026-01-27,1,Customer Changed Mind,2557.94
2416,66753,228,2026-07-07,1,Defective,782.6
2417,66755,333,2026-04-29,1,Defective,7524.57
2418,66778,461,2024-05-07,2,Customer Changed Mind,11641.54
2419,66782,45,2026-03-07,1,Wrong Item,11705.1
2420,66791,212,2024-05-25,2,Size Issue,2706.44
2421,66828,289,2026-02-17,2,Wrong Item,10089.28
2422,66829,158,2025-11-17,1,Late Delivery,3322.34
2423,66850,145,2024-08-15,2,Damaged,7629.89
2424,66914,324,2025-07-13,1,Late Delivery,1205.11
2425,66915,357,2024-07-27,2,Customer Changed Mind,2055.9
2426,66938,5,2023-04-13,2,Customer Changed Mind,9599.43
2427,66961,249,2023-11-16,1,Wrong Item,7057.11
2428,66992,254,2023-02-26,1,Late Delivery,950.24
2429,67013,189,2024-05-04,2,Wrong Item,6507.5
2430,67035,371,2023-04-20,2,Late Delivery,5010.07
2431,67039,254,2023-12-11,2,Late Delivery,9938.45
2432,67063,99,2024-06-11,2,Damaged,3910.24
2433,67088,336,2025-07-26,1,Defective,10296.31
2434,67115,15,2025-07-10,1,Wrong Item,6383.19
2435,67152,196,2025-08-27,2,Damaged,5559.95
2436,67160,73,2023-02-12,2,Late Delivery,10839.69
2437,67168,229,2026-01-10,1,Damaged,1646.81
2438,67170,151,2025-10-16,2,Size Issue,6905.04
2439,67181,199,2023-12-31,2,Late Delivery,7341.06
2440,67201,481,2024-07-25,2,Size Issue,3646.76
2441,67280,138,2023-08-27,2,Defective,1170.16
2442,67302,207,2025-08-30,1,Customer Changed Mind,4239.04
2443,67339,409,2025-08-24,1,Damaged,11810.58
2444,67382,409,2024-06-23,2,Late Delivery,4390.86
2445,67386,157,2026-02-04,1,Late Delivery,4608.71
2446,67415,166,2023-08-19,1,Wrong Item,4890.32
2447,67512,364,2024-10-26,2,Customer Changed Mind,5870.91
2448,67557,28,2025-09-21,2,Damaged,4652.6
2449,67572,37,2024-10-23,2,Size Issue,6626.16
2450,67574,58,2026-02-26,2,Late Delivery,9753.69
2451,67581,198,2024-07-02,1,Damaged,10551.58
2452,67582,493,2024-04-08,1,Wrong Item,7236.17
2453,67607,203,2025-02-22,1,Size Issue,6792.45
2454,67641,391,2024-05-10,1,Defective,9397.25
2455,67684,440,2024-10-18,1,Size Issue,429.56
2456,67707,460,2025-03-04,1,Late Delivery,5993.36
2457,67753,145,2025-01-01,2,Customer Changed Mind,7509.95
2458,67766,444,2024-06-06,1,Late Delivery,10948.44
2459,67796,297,2023-03-09,1,Damaged,815.0
2460,67806,207,2025-02-25,1,Size Issue,4755.29
2461,67818,11,2025-02-14,1,Late Delivery,6285.76
2462,67851,465,2024-07-22,1,Late Delivery,2538.83
2463,67852,407,2024-07-24,1,Defective,4177.04
2464,67860,4,2023-09-03,1,Size Issue,808.24
2465,67868,492,2026-03-19,1,Wrong Item,7147.09
2466,67891,363,2025-12-11,2,Damaged,7675.55
2467,67943,26,2024-09-16,2,Defective,9564.33
2468,68014,178,2024-05-22,2,Late Delivery,4848.8
2469,68026,387,2025-10-26,1,Wrong Item,9698.99
2470,68070,445,2025-12-11,1,Wrong Item,3752.85
2471,68071,492,2025-11-02,2,Late Delivery,7758.67
2472,68084,59,2025-06-21,1,Late Delivery,4677.65
2473,68131,283,2024-11-29,2,Damaged,848.55
2474,68174,157,2024-09-15,2,Defective,8912.43
2475,68217,255,2023-07-14,1,Late Delivery,1163.36
2476,68245,54,2023-12-17,2,Defective,2646.0
2477,68253,79,2023-10-18,2,Customer Changed Mind,5169.1
2478,68254,358,2024-09-20,1,Size Issue,5157.9
2479,68317,391,2024-01-20,2,Size Issue,8161.5
2480,68329,94,2024-06-18,1,Late Delivery,10677.83
2481,68356,12,2025-08-31,2,Wrong Item,1894.44
2482,68367,63,2025-05-13,2,Wrong Item,2483.58
2483,68431,292,2024-03-18,2,Damaged,4350.98
2484,68478,353,2026-04-22,2,Size Issue,880.1
2485,68486,461,2024-02-15,2,Size Issue,4341.91
2486,68558,69,2023-12-31,1,Size Issue,4622.86
2487,68570,112,2024-12-25,1,Size Issue,2000.57
2488,68578,476,2023-11-25,1,Late Delivery,5359.58
2489,68579,53,2026-06-02,1,Late Delivery,4754.4
2490,68602,476,2025-01-02,1,Damaged,587.46
2491,68603,313,2024-10-22,1,Wrong Item,8503.15
2492,68606,244,2024-03-29,2,Defective,5210.47
2493,68625,158,2024-12-01,2,Size Issue,7276.27
2494,68734,108,2025-09-24,1,Defective,5836.08
2495,68748,448,2025-02-22,1,Damaged,9892.91
2496,68771,142,2023-03-08,1,Customer Changed Mind,9746.11
2497,68828,246,2023-10-04,2,Size Issue,8665.61
2498,68838,385,2024-04-03,2,Defective,9940.46
2499,68862,222,2025-09-15,1,Damaged,9212.53
2500,68887,70,2025-12-13,2,Size Issue,11444.52
2501,68907,403,2026-03-31,1,Late Delivery,11045.4
2502,68919,297,2023-02-14,1,Customer Changed Mind,11213.68
2503,68986,28,2023-04-07,2,Wrong Item,6874.77
2504,68992,310,2023-09-03,2,Size Issue,7414.44
2505,69008,467,2026-04-15,2,Late Delivery,2374.26
2506,69030,298,2024-08-07,2,Damaged,2433.32
2507,69034,445,2026-01-31,1,Customer Changed Mind,9565.01
2508,69067,354,2024-07-07,1,Customer Changed Mind,11786.63
2509,69109,172,2023-05-31,2,Damaged,6705.13
2510,69125,308,2026-02-18,1,Defective,5988.51
2511,69141,113,2023-11-25,2,Defective,9983.51
2512,69163,458,2024-10-17,1,Defective,1509.33
2513,69220,484,2023-08-25,2,Customer Changed Mind,7149.86
2514,69242,298,2023-12-22,1,Defective,8490.41
2515,69267,161,2024-05-18,1,Defective,8850.19
2516,69302,216,2024-11-04,1,Wrong Item,9824.92
2517,69331,237,2026-08-13,2,Late Delivery,7793.74
2518,69345,284,2023-05-27,1,Size Issue,9247.48
2519,69391,295,2024-02-08,2,Damaged,11382.98
2520,69399,227,2023-07-15,1,Wrong Item,8435.45
2521,69439,243,2025-09-23,2,Defective,1277.2
2522,69472,168,2023-10-29,2,Customer Changed Mind,4947.72
2523,69491,220,2026-04-15,2,Defective,4351.9
2524,69497,143,2023-10-17,1,Size Issue,3814.32
2525,69504,106,2025-03-17,1,Defective,936.19
2526,69507,62,2023-09-02,1,Wrong Item,906.59
2527,69548,188,2023-08-26,1,Defective,7805.51
2528,69566,267,2025-07-22,2,Wrong Item,3106.03
2529,69590,69,2023-09-16,2,Size Issue,6463.07
2530,69616,27,2023-02-20,1,Customer Changed Mind,2883.42
2531,69629,355,2024-02-11,2,Damaged,3458.5
2532,69642,163,2026-06-23,2,Defective,9243.45
2533,69653,338,2024-10-01,2,Defective,5221.23
2534,69655,271,2025-07-18,2,Customer Changed Mind,8841.16
2535,69747,56,2025-12-31,2,Late Delivery,4435.11
2536,69801,53,2024-08-20,2,Defective,374.38
2537,69828,55,2025-11-11,1,Customer Changed Mind,6939.32
2538,69864,128,2024-11-10,2,Damaged,1784.54
2539,69873,14,2025-06-08,1,Wrong Item,8853.48
2540,69880,227,2026-06-23,2,Customer Changed Mind,5051.23
2541,69897,409,2026-08-06,2,Late Delivery,6214.43
2542,69937,220,2025-01-21,1,Damaged,10938.96
2543,69965,296,2023-02-15,2,Damaged,7104.02
2544,70010,97,2026-04-20,2,Wrong Item,4544.59
2545,70053,354,2023-05-29,2,Damaged,8067.78
2546,70068,308,2023-09-01,1,Defective,485.49
2547,70079,312,2024-10-21,1,Damaged,330.83
2548,70152,405,2025-12-13,2,Late Delivery,2619.13
2549,70176,464,2024-09-15,1,Damaged,7112.55
2550,70202,208,2026-08-15,1,Customer Changed Mind,5569.44
2551,70265,250,2024-04-03,1,Damaged,11408.03
2552,70266,387,2024-08-27,1,Late Delivery,10367.59
2553,70269,101,2023-01-28,2,Size Issue,9162.3
2554,70282,205,2025-01-04,1,Defective,6968.84
2555,70345,29,2025-10-14,1,Defective,410.64
2556,70359,18,2025-04-12,2,Damaged,6860.12
2557,70393,477,2026-01-25,1,Defective,8217.63
2558,70451,451,2025-09-30,2,Size Issue,3620.82
2559,70457,284,2025-11-01,1,Damaged,10250.11
2560,70458,262,2023-04-24,1,Late Delivery,7666.37
2561,70478,119,2025-12-23,2,Customer Changed Mind,10134.01
2562,70503,327,2026-04-08,1,Size Issue,2292.31
2563,70504,192,2026-02-03,2,Customer Changed Mind,8066.14
2564,70529,150,2023-06-26,2,Defective,1179.09
2565,70565,301,2026-01-02,2,Defective,6610.11
2566,70598,199,2025-05-20,1,Wrong Item,409.05
2567,70699,430,2023-09-19,2,Wrong Item,11779.19
2568,70713,250,2023-06-30,2,Size Issue,958.76
2569,70772,11,2025-08-28,2,Size Issue,7529.7
2570,70808,472,2025-01-15,1,Customer Changed Mind,8552.75
2571,70834,340,2024-04-15,2,Size Issue,6779.33
2572,70852,73,2026-07-24,2,Late Delivery,8971.52
2573,70858,466,2025-12-24,1,Customer Changed Mind,8864.12
2574,70861,256,2023-07-05,2,Size Issue,2440.78
2575,70880,198,2024-08-31,2,Size Issue,1636.74
2576,70884,268,2023-07-02,2,Defective,2465.13
2577,70891,232,2023-12-10,2,Customer Changed Mind,419.33
2578,70898,403,2025-08-23,1,Customer Changed Mind,2237.99
2579,70908,137,2024-09-03,2,Late Delivery,1261.73
2580,70923,180,2025-01-03,2,Customer Changed Mind,3756.85
2581,70957,27,2025-11-05,2,Customer Changed Mind,10250.81
2582,70978,71,2026-04-10,1,Size Issue,4943.77
2583,71021,310,2023-11-26,1,Size Issue,3161.96
2584,71025,51,2026-04-11,2,Customer Changed Mind,4217.44
2585,71033,2,2024-09-10,2,Late Delivery,6132.68
2586,71162,310,2023-11-06,2,Customer Changed Mind,3042.08
2587,71202,330,2024-09-30,2,Late Delivery,8000.39
2588,71263,381,2023-06-14,1,Wrong Item,3899.7
2589,71275,388,2026-05-10,1,Wrong Item,5902.6
2590,71291,144,2025-12-14,2,Damaged,8171.16
2591,71304,303,2024-03-29,1,Late Delivery,10105.74
2592,71349,486,2024-09-09,1,Damaged,7350.61
2593,71355,402,2026-04-23,2,Customer Changed Mind,4072.8
2594,71395,421,2024-05-24,2,Customer Changed Mind,7504.61
2595,71477,445,2023-08-05,2,Damaged,10385.39
2596,71509,407,2024-09-10,1,Wrong Item,11842.19
2597,71518,209,2023-01-11,1,Wrong Item,5624.45
2598,71538,304,2024-01-05,1,Late Delivery,11682.82
2599,71546,348,2024-07-17,2,Size Issue,1480.0
2600,71574,182,2025-03-16,2,Damaged,11801.34
2601,71609,165,2026-07-12,1,Wrong Item,9029.58
2602,71716,313,2024-05-28,2,Late Delivery,7696.49
2603,71725,419,2023-07-07,2,Customer Changed Mind,10275.81
2604,71768,160,2024-07-03,1,Wrong Item,2045.21
2605,71779,414,2023-10-27,1,Wrong Item,11226.05
2606,71906,88,2023-01-26,1,Damaged,318.91
2607,71956,21,2025-02-11,2,Wrong Item,7076.59
2608,71991,229,2024-11-23,1,Wrong Item,8887.62
2609,72069,75,2025-04-26,2,Wrong Item,9288.44
2610,72120,31,2023-02-15,1,Size Issue,3335.62
2611,72217,2,2025-07-26,2,Customer Changed Mind,9092.77
2612,72253,71,2023-10-07,2,Damaged,8740.06
2613,72340,437,2023-06-05,2,Customer Changed Mind,5386.4
2614,72356,78,2023-05-20,1,Size Issue,6238.44
2615,72357,387,2025-11-07,2,Customer Changed Mind,3422.01
2616,72368,399,2026-03-29,1,Wrong Item,3282.51
2617,72390,67,2026-01-22,2,Damaged,5325.39
2618,72420,97,2023-02-24,1,Defective,11606.33
2619,72435,97,2025-05-21,1,Size Issue,2873.29
2620,72441,400,2023-02-16,1,Defective,2885.98
2621,72449,376,2026-03-05,1,Customer Changed Mind,8010.87
2622,72451,145,2026-03-01,2,Defective,2538.45
2623,72464,280,2026-08-01,1,Wrong Item,1167.15
2624,72485,307,2026-06-01,1,Size Issue,2713.83
2625,72496,268,2024-03-18,1,Defective,4204.72
2626,72500,303,2026-08-01,1,Wrong Item,2416.47
2627,72517,29,2024-04-28,2,Customer Changed Mind,9579.12
2628,72521,398,2026-07-05,1,Defective,4594.45
2629,72566,288,2023-09-22,2,Size Issue,5553.38
2630,72589,462,2025-01-10,1,Damaged,2071.68
2631,72607,108,2023-02-24,1,Size Issue,1732.99
2632,72618,93,2025-08-01,1,Size Issue,3216.01
2633,72657,85,2024-04-02,1,Defective,1467.34
2634,72674,294,2024-02-08,1,Customer Changed Mind,7233.59
2635,72742,221,2024-12-07,1,Defective,3627.8
2636,72778,412,2024-10-11,1,Damaged,5812.49
2637,72785,398,2026-02-15,1,Defective,10777.62
2638,72808,495,2026-08-27,1,Late Delivery,9975.76
2639,72817,212,2025-01-07,1,Size Issue,1235.64
2640,72821,380,2024-09-28,2,Late Delivery,6383.31
2641,72822,177,2025-05-08,2,Damaged,1854.01
2642,72835,38,2025-05-17,1,Damaged,1723.06
2643,72838,196,2024-04-26,1,Wrong Item,9202.74
2644,72870,496,2023-06-19,2,Customer Changed Mind,7181.81
2645,72877,34,2023-04-26,2,Late Delivery,7597.95
2646,72904,214,2023-10-25,2,Size Issue,1421.24
2647,72905,242,2023-09-30,2,Wrong Item,3186.18
2648,72939,466,2023-09-24,2,Size Issue,8562.37
2649,72943,127,2023-10-03,2,Size Issue,5587.15
2650,72969,420,2024-06-09,2,Late Delivery,6187.56
2651,73058,356,2026-03-04,2,Size Issue,4773.49
2652,73073,297,2023-09-11,2,Late Delivery,2406.51
2653,73117,168,2023-04-04,2,Wrong Item,3314.52
2654,73196,227,2025-01-31,2,Customer Changed Mind,3239.13
2655,73255,210,2026-01-30,1,Defective,597.91
2656,73277,460,2023-08-03,2,Customer Changed Mind,10644.88
2657,73290,419,2025-10-26,1,Defective,11384.22
2658,73322,305,2023-05-07,2,Wrong Item,7586.59
2659,73354,213,2023-09-26,1,Size Issue,8641.83
2660,73429,393,2025-09-26,2,Wrong Item,9123.46
2661,73434,292,2023-05-13,2,Size Issue,2135.69
2662,73444,269,2024-04-04,1,Wrong Item,4622.69
2663,73455,425,2026-04-17,2,Customer Changed Mind,7690.92
2664,73489,25,2025-11-11,1,Late Delivery,10776.74
2665,73499,343,2024-06-22,1,Customer Changed Mind,2580.51
2666,73571,78,2023-09-06,2,Customer Changed Mind,4901.44
2667,73577,276,2023-05-03,2,Damaged,10655.46
2668,73691,455,2024-04-24,1,Late Delivery,8316.74
2669,73708,418,2023-03-19,2,Damaged,3061.43
2670,73719,158,2023-05-22,1,Late Delivery,517.24
2671,73726,53,2026-01-28,2,Damaged,8050.38
2672,73734,162,2023-06-16,2,Wrong Item,5744.58
2673,73737,300,2023-05-10,2,Wrong Item,3276.81
2674,73807,100,2023-03-26,2,Defective,2544.76
2675,73813,487,2025-06-12,1,Customer Changed Mind,2103.57
2676,73838,394,2025-11-14,2,Damaged,6577.65
2677,73855,168,2025-07-05,1,Damaged,9335.7
2678,73862,330,2024-12-06,1,Defective,5790.05
2679,73890,405,2026-02-02,1,Customer Changed Mind,1939.57
2680,73904,413,2025-11-17,2,Size Issue,1517.91
2681,74070,233,2025-04-22,1,Damaged,2053.78
2682,74074,296,2024-08-29,1,Customer Changed Mind,5822.71
2683,74085,102,2024-03-05,2,Late Delivery,6814.58
2684,74092,38,2025-02-09,1,Size Issue,5187.76
2685,74128,231,2024-03-26,2,Defective,2693.21
2686,74146,158,2026-07-02,2,Damaged,3868.09
2687,74147,264,2023-05-13,2,Defective,5831.29
2688,74155,179,2023-11-18,2,Late Delivery,733.64
2689,74216,137,2025-07-21,1,Defective,5783.61
2690,74266,439,2024-12-27,2,Late Delivery,11269.92
2691,74289,264,2025-06-24,1,Customer Changed Mind,10365.69
2692,74328,246,2024-06-15,1,Defective,1138.09
2693,74334,321,2025-07-28,2,Damaged,3436.94
2694,74394,453,2023-12-19,1,Size Issue,729.82
2695,74422,451,2025-09-01,1,Customer Changed Mind,995.64
2696,74428,343,2026-03-06,2,Late Delivery,4413.99
2697,74451,115,2025-04-13,1,Size Issue,9749.57
2698,74452,57,2024-04-09,1,Wrong Item,4488.36
2699,74483,480,2026-05-28,2,Customer Changed Mind,10851.33
2700,74532,22,2026-04-27,2,Defective,10376.05
2701,74533,493,2026-04-18,1,Size Issue,8438.02
2702,74550,405,2025-11-21,2,Damaged,11155.2
2703,74554,49,2024-07-03,1,Defective,7804.46
2704,74629,388,2024-01-28,1,Late Delivery,5131.75
2705,74649,218,2025-08-31,2,Damaged,6643.74
2706,74655,453,2023-08-30,1,Late Delivery,1354.47
2707,74658,50,2024-05-08,1,Customer Changed Mind,2953.97
2708,74677,47,2024-08-18,1,Damaged,10048.94
2709,74688,435,2023-11-15,2,Defective,1648.87
2710,74707,491,2026-06-21,1,Late Delivery,10678.32
2711,74711,168,2025-04-03,2,Damaged,9010.79
2712,74812,60,2026-06-18,2,Damaged,8104.0
2713,74836,486,2023-12-21,2,Late Delivery,6510.03
2714,74841,281,2026-01-29,1,Damaged,1731.5
2715,74877,28,2024-07-29,1,Wrong Item,5996.76
2716,74879,267,2024-04-09,2,Customer Changed Mind,8688.95
2717,74880,195,2023-02-16,2,Damaged,6914.29
2718,74889,11,2024-06-28,1,Size Issue,3654.18
2719,74897,279,2026-04-20,1,Customer Changed Mind,6066.73
2720,74963,500,2024-06-03,2,Wrong Item,11773.87
2721,74985,413,2025-09-26,2,Late Delivery,11345.32
2722,75015,137,2023-03-28,2,Late Delivery,6898.16
2723,75016,336,2026-03-31,2,Customer Changed Mind,2717.14
2724,75050,190,2024-08-11,2,Wrong Item,7880.17
2725,75059,286,2024-02-16,1,Wrong Item,10098.28
2726,75060,80,2023-01-16,1,Customer Changed Mind,876.0
2727,75077,34,2023-07-23,2,Damaged,8372.82
2728,75130,437,2023-10-20,1,Customer Changed Mind,3446.38
2729,75144,9,2025-04-13,1,Customer Changed Mind,9394.44
2730,75168,249,2024-12-02,1,Damaged,11047.96
2731,75195,106,2023-05-23,1,Late Delivery,5871.07
2732,75306,211,2026-05-05,2,Size Issue,1152.0
2733,75314,358,2026-05-10,1,Size Issue,9021.57
2734,75366,110,2023-03-14,1,Wrong Item,8259.57
2735,75444,431,2025-04-11,1,Damaged,11202.28
2736,75491,368,2024-12-10,2,Late Delivery,1527.33
2737,75492,314,2024-06-15,2,Customer Changed Mind,11536.06
2738,75496,196,2026-04-16,2,Defective,9339.57
2739,75569,436,2024-07-04,2,Late Delivery,1565.72
